Frame_ID,Configuration,Panel_ID,Panel_position,Panel_type,Species,Func_group,Type,Measure,Count_perc
12,Random,P100,A,Ripple,W_subatra,Suspension feeder,Sessile,Percent,0
12,Random,P100,A,Ripple,A_ephippium,Suspension feeder,Sessile,Count,0
12,Random,P100,A,Ripple,M_edulis,Suspension feeder,Sessile,Count,0
12,Random,P100,A,Ripple,M_varia,Suspension feeder,Sedentary,Count,0
12,Random,P100,A,Ripple,Sediment,NA,NA,Percent,95
12,Random,P100,A,Ripple,C_maenas,Omnivore,Mobile,Count,0
12,Random,P100,A,Ripple,C_zizyphinum,Grazer/Herbivore,Mobile,Count,0
12,Random,P100,A,Ripple,L_littorea,Grazer/Herbivore,Mobile,Count,0
12,Random,P100,A,Ripple,L_obtusata,Grazer/Herbivore,Mobile,Count,0
12,Random,P100,A,Ripple,Limpet_recruit,Grazer/Herbivore,Mobile,Count,0
12,Random,P100,A,Ripple,N_lapillus,Predator,Mobile,Count,0
12,Random,P100,A,Ripple,Polychaete,Unknown,Mobile,Count,0
12,Random,P100,A,Ripple,O_bilamellata,Predator,Mobile,Count,0
12,Random,P100,A,Ripple,O_erinaceus,Predator,Mobile,Count,0
12,Random,P100,A,Ripple,P_nothus,Predator,Mobile,Count,0
12,Random,P100,A,Ripple,P_quadrilineata,Predator,Mobile,Count,0
12,Random,P100,A,Ripple,S_umbilicalis,Grazer/Herbivore,Mobile,Count,2
12,Random,P100,A,Ripple,T_reticulata,Scavenger/Detritivore,Mobile,Count,0
12,Random,P101,B,cm_25,Cirripedia,Suspension feeder,Sessile,Percent,10
12,Random,P101,B,cm_25,C_eumyota,Suspension feeder,Sessile,Percent,0
12,Random,P101,B,cm_25,F_serratus,Leathery macrophyte,Sessile,Percent,0
12,Random,P101,B,cm_25,F_spiralis,Leathery macrophyte,Sessile,Percent,0
12,Random,P101,B,cm_25,F_vesiculosus,Leathery macrophyte,Sessile,Percent,90
12,Random,P101,B,cm_25,Juv_fucus,Leathery macrophyte,Sessile,Percent,0
12,Random,P101,B,cm_25,M_gigas,Suspension feeder,Sessile,Count,0
12,Random,P101,B,cm_25,O_littoralis,Suspension feeder,Sessile,Percent,0
12,Random,P101,B,cm_25,S_spirorbis,Suspension feeder,Sessile,Percent,0
12,Random,P101,B,cm_25,Spirobranchus,Suspension feeder,Sessile,Percent,0
12,Random,P101,B,cm_25,U_intestinalis,Corticated foliose,Sessile,Percent,0
12,Random,P101,B,cm_25,U_lactuca,Corticated foliose,Sessile,Percent,0
12,Random,P101,B,cm_25,W_subatra,Suspension feeder,Sessile,Percent,1
12,Random,P101,B,cm_25,A_ephippium,Suspension feeder,Sessile,Count,0
12,Random,P101,B,cm_25,M_edulis,Suspension feeder,Sessile,Count,1
12,Random,P101,B,cm_25,M_varia,Suspension feeder,Sedentary,Count,0
12,Random,P101,B,cm_25,Sediment,NA,NA,Percent,0
12,Random,P101,B,cm_25,C_maenas,Omnivore,Mobile,Count,0
12,Random,P101,B,cm_25,C_zizyphinum,Grazer/Herbivore,Mobile,Count,0
12,Random,P101,B,cm_25,L_littorea,Grazer/Herbivore,Mobile,Count,0
12,Random,P101,B,cm_25,L_obtusata,Grazer/Herbivore,Mobile,Count,2
12,Random,P101,B,cm_25,Limpet_recruit,Grazer/Herbivore,Mobile,Count,0
12,Random,P101,B,cm_25,N_lapillus,Predator,Mobile,Count,1
12,Random,P101,B,cm_25,Polychaete,Unknown,Mobile,Count,0
12,Random,P101,B,cm_25,O_bilamellata,Predator,Mobile,Count,0
12,Random,P101,B,cm_25,O_erinaceus,Predator,Mobile,Count,0
12,Random,P101,B,cm_25,P_nothus,Predator,Mobile,Count,0
12,Random,P101,B,cm_25,P_quadrilineata,Predator,Mobile,Count,0
12,Random,P101,B,cm_25,S_umbilicalis,Grazer/Herbivore,Mobile,Count,3
12,Random,P101,B,cm_25,T_reticulata,Scavenger/Detritivore,Mobile,Count,0
12,Random,P102,C,Ripple,Cirripedia,Suspension feeder,Sessile,Percent,5
12,Random,P102,C,Ripple,C_eumyota,Suspension feeder,Sessile,Percent,0
12,Random,P102,C,Ripple,F_serratus,Leathery macrophyte,Sessile,Percent,0
12,Random,P102,C,Ripple,F_spiralis,Leathery macrophyte,Sessile,Percent,0
12,Random,P102,C,Ripple,F_vesiculosus,Leathery macrophyte,Sessile,Percent,0
12,Random,P102,C,Ripple,Juv_fucus,Leathery macrophyte,Sessile,Percent,0
12,Random,P102,C,Ripple,M_gigas,Suspension feeder,Sessile,Count,0
12,Random,P102,C,Ripple,O_littoralis,Suspension feeder,Sessile,Percent,0
12,Random,P102,C,Ripple,S_spirorbis,Suspension feeder,Sessile,Percent,0
12,Random,P102,C,Ripple,Spirobranchus,Suspension feeder,Sessile,Percent,0
12,Random,P102,C,Ripple,U_intestinalis,Corticated foliose,Sessile,Percent,85
12,Random,P102,C,Ripple,U_lactuca,Corticated foliose,Sessile,Percent,0
12,Random,P102,C,Ripple,W_subatra,Suspension feeder,Sessile,Percent,0
12,Random,P102,C,Ripple,A_ephippium,Suspension feeder,Sessile,Count,0
12,Random,P102,C,Ripple,M_edulis,Suspension feeder,Sessile,Count,0
12,Random,P102,C,Ripple,M_varia,Suspension feeder,Sedentary,Count,0
12,Random,P102,C,Ripple,Sediment,NA,NA,Percent,10
12,Random,P102,C,Ripple,C_maenas,Omnivore,Mobile,Count,0
12,Random,P102,C,Ripple,C_zizyphinum,Grazer/Herbivore,Mobile,Count,0
12,Random,P102,C,Ripple,L_littorea,Grazer/Herbivore,Mobile,Count,0
12,Random,P102,C,Ripple,L_obtusata,Grazer/Herbivore,Mobile,Count,0
12,Random,P102,C,Ripple,Limpet_recruit,Grazer/Herbivore,Mobile,Count,0
12,Random,P102,C,Ripple,N_lapillus,Predator,Mobile,Count,1
12,Random,P102,C,Ripple,Polychaete,Unknown,Mobile,Count,0
12,Random,P102,C,Ripple,O_bilamellata,Predator,Mobile,Count,0
12,Random,P102,C,Ripple,O_erinaceus,Predator,Mobile,Count,0
12,Random,P102,C,Ripple,P_nothus,Predator,Mobile,Count,0
12,Random,P102,C,Ripple,P_quadrilineata,Predator,Mobile,Count,0
12,Random,P102,C,Ripple,S_umbilicalis,Grazer/Herbivore,Mobile,Count,1
12,Random,P102,C,Ripple,T_reticulata,Scavenger/Detritivore,Mobile,Count,0
12,Random,P103,D,Flat,Cirripedia,Suspension feeder,Sessile,Percent,1
12,Random,P103,D,Flat,C_eumyota,Suspension feeder,Sessile,Percent,0
12,Random,P103,D,Flat,F_serratus,Leathery macrophyte,Sessile,Percent,0
12,Random,P103,D,Flat,F_spiralis,Leathery macrophyte,Sessile,Percent,0
12,Random,P103,D,Flat,F_vesiculosus,Leathery macrophyte,Sessile,Percent,0
12,Random,P103,D,Flat,Juv_fucus,Leathery macrophyte,Sessile,Percent,0
12,Random,P103,D,Flat,M_gigas,Suspension feeder,Sessile,Count,0
12,Random,P103,D,Flat,O_littoralis,Suspension feeder,Sessile,Percent,0
12,Random,P103,D,Flat,S_spirorbis,Suspension feeder,Sessile,Percent,0
12,Random,P103,D,Flat,Spirobranchus,Suspension feeder,Sessile,Percent,0
12,Random,P103,D,Flat,U_intestinalis,Corticated foliose,Sessile,Percent,95
12,Random,P103,D,Flat,U_lactuca,Corticated foliose,Sessile,Percent,0
12,Random,P103,D,Flat,W_subatra,Suspension feeder,Sessile,Percent,0
12,Random,P103,D,Flat,A_ephippium,Suspension feeder,Sessile,Count,0
12,Random,P103,D,Flat,M_edulis,Suspension feeder,Sessile,Count,0
12,Random,P103,D,Flat,M_varia,Suspension feeder,Sedentary,Count,0
12,Random,P103,D,Flat,Sediment,NA,NA,Percent,80
12,Random,P103,D,Flat,C_maenas,Omnivore,Mobile,Count,0
12,Random,P103,D,Flat,C_zizyphinum,Grazer/Herbivore,Mobile,Count,0
12,Random,P103,D,Flat,L_littorea,Grazer/Herbivore,Mobile,Count,0
12,Random,P103,D,Flat,L_obtusata,Grazer/Herbivore,Mobile,Count,0
12,Random,P103,D,Flat,Limpet_recruit,Grazer/Herbivore,Mobile,Count,0
12,Random,P103,D,Flat,N_lapillus,Predator,Mobile,Count,0
12,Random,P103,D,Flat,Polychaete,Unknown,Mobile,Count,0
12,Random,P103,D,Flat,O_bilamellata,Predator,Mobile,Count,0
12,Random,P103,D,Flat,O_erinaceus,Predator,Mobile,Count,0
12,Random,P103,D,Flat,P_nothus,Predator,Mobile,Count,0
12,Random,P103,D,Flat,P_quadrilineata,Predator,Mobile,Count,0
12,Random,P103,D,Flat,S_umbilicalis,Grazer/Herbivore,Mobile,Count,2
12,Random,P103,D,Flat,T_reticulata,Scavenger/Detritivore,Mobile,Count,0
12,Random,P104,E,Flat,Cirripedia,Suspension feeder,Sessile,Percent,5
12,Random,P104,E,Flat,C_eumyota,Suspension feeder,Sessile,Percent,0
12,Random,P104,E,Flat,F_serratus,Leathery macrophyte,Sessile,Percent,0
12,Random,P104,E,Flat,F_spiralis,Leathery macrophyte,Sessile,Percent,0
12,Random,P104,E,Flat,F_vesiculosus,Leathery macrophyte,Sessile,Percent,0
12,Random,P104,E,Flat,Juv_fucus,Leathery macrophyte,Sessile,Percent,0
12,Random,P104,E,Flat,M_gigas,Suspension feeder,Sessile,Count,0
12,Random,P104,E,Flat,O_littoralis,Suspension feeder,Sessile,Percent,0
12,Random,P104,E,Flat,S_spirorbis,Suspension feeder,Sessile,Percent,2
12,Random,P104,E,Flat,Spirobranchus,Suspension feeder,Sessile,Percent,0
12,Random,P104,E,Flat,U_intestinalis,Corticated foliose,Sessile,Percent,15
12,Random,P104,E,Flat,U_lactuca,Corticated foliose,Sessile,Percent,0
12,Random,P104,E,Flat,W_subatra,Suspension feeder,Sessile,Percent,0
12,Random,P104,E,Flat,A_ephippium,Suspension feeder,Sessile,Count,1
12,Random,P104,E,Flat,M_edulis,Suspension feeder,Sessile,Count,0
12,Random,P104,E,Flat,M_varia,Suspension feeder,Sedentary,Count,0
12,Random,P104,E,Flat,Sediment,NA,NA,Percent,10
12,Random,P104,E,Flat,C_maenas,Omnivore,Mobile,Count,0
12,Random,P104,E,Flat,C_zizyphinum,Grazer/Herbivore,Mobile,Count,0
12,Random,P104,E,Flat,L_littorea,Grazer/Herbivore,Mobile,Count,0
12,Random,P104,E,Flat,L_obtusata,Grazer/Herbivore,Mobile,Count,0
12,Random,P104,E,Flat,Limpet_recruit,Grazer/Herbivore,Mobile,Count,0
12,Random,P104,E,Flat,N_lapillus,Predator,Mobile,Count,0
12,Random,P104,E,Flat,Polychaete,Unknown,Mobile,Count,0
12,Random,P104,E,Flat,O_bilamellata,Predator,Mobile,Count,0
12,Random,P104,E,Flat,O_erinaceus,Predator,Mobile,Count,0
12,Random,P104,E,Flat,P_nothus,Predator,Mobile,Count,0
12,Random,P104,E,Flat,P_quadrilineata,Predator,Mobile,Count,0
12,Random,P104,E,Flat,S_umbilicalis,Grazer/Herbivore,Mobile,Count,4
12,Random,P104,E,Flat,T_reticulata,Scavenger/Detritivore,Mobile,Count,0
12,Random,P105,F,cm_25,Cirripedia,Suspension feeder,Sessile,Percent,3
12,Random,P105,F,cm_25,C_eumyota,Suspension feeder,Sessile,Percent,0
12,Random,P105,F,cm_25,F_serratus,Leathery macrophyte,Sessile,Percent,100
12,Random,P105,F,cm_25,F_spiralis,Leathery macrophyte,Sessile,Percent,0
12,Random,P105,F,cm_25,F_vesiculosus,Leathery macrophyte,Sessile,Percent,60
12,Random,P105,F,cm_25,Juv_fucus,Leathery macrophyte,Sessile,Percent,0
12,Random,P105,F,cm_25,M_gigas,Suspension feeder,Sessile,Count,0
12,Random,P105,F,cm_25,O_littoralis,Suspension feeder,Sessile,Percent,0
12,Random,P105,F,cm_25,S_spirorbis,Suspension feeder,Sessile,Percent,2
12,Random,P105,F,cm_25,Spirobranchus,Suspension feeder,Sessile,Percent,0
12,Random,P105,F,cm_25,U_intestinalis,Corticated foliose,Sessile,Percent,0
12,Random,P105,F,cm_25,U_lactuca,Corticated foliose,Sessile,Percent,0
12,Random,P105,F,cm_25,W_subatra,Suspension feeder,Sessile,Percent,10
12,Random,P105,F,cm_25,A_ephippium,Suspension feeder,Sessile,Count,0
12,Random,P105,F,cm_25,M_edulis,Suspension feeder,Sessile,Count,1
12,Random,P105,F,cm_25,M_varia,Suspension feeder,Sedentary,Count,0
12,Random,P105,F,cm_25,Sediment,NA,NA,Percent,100
12,Random,P105,F,cm_25,C_maenas,Omnivore,Mobile,Count,0
12,Random,P105,F,cm_25,C_zizyphinum,Grazer/Herbivore,Mobile,Count,0
12,Random,P105,F,cm_25,L_littorea,Grazer/Herbivore,Mobile,Count,0
12,Random,P105,F,cm_25,L_obtusata,Grazer/Herbivore,Mobile,Count,1
12,Random,P105,F,cm_25,Limpet_recruit,Grazer/Herbivore,Mobile,Count,0
12,Random,P105,F,cm_25,N_lapillus,Predator,Mobile,Count,1
12,Random,P105,F,cm_25,Polychaete,Unknown,Mobile,Count,0
12,Random,P105,F,cm_25,O_bilamellata,Predator,Mobile,Count,0
12,Random,P105,F,cm_25,O_erinaceus,Predator,Mobile,Count,0
12,Random,P105,F,cm_25,P_nothus,Predator,Mobile,Count,0
12,Random,P105,F,cm_25,P_quadrilineata,Predator,Mobile,Count,0
12,Random,P105,F,cm_25,S_umbilicalis,Grazer/Herbivore,Mobile,Count,5
12,Random,P105,F,cm_25,T_reticulata,Scavenger/Detritivore,Mobile,Count,2
12,Random,P106,G,cm_25,Cirripedia,Suspension feeder,Sessile,Percent,5
12,Random,P106,G,cm_25,C_eumyota,Suspension feeder,Sessile,Percent,0
12,Random,P106,G,cm_25,F_serratus,Leathery macrophyte,Sessile,Percent,0
12,Random,P106,G,cm_25,F_spiralis,Leathery macrophyte,Sessile,Percent,0
12,Random,P106,G,cm_25,F_vesiculosus,Leathery macrophyte,Sessile,Percent,100
12,Random,P106,G,cm_25,Juv_fucus,Leathery macrophyte,Sessile,Percent,5
12,Random,P106,G,cm_25,M_gigas,Suspension feeder,Sessile,Count,0
12,Random,P106,G,cm_25,O_littoralis,Suspension feeder,Sessile,Percent,0
12,Random,P106,G,cm_25,S_spirorbis,Suspension feeder,Sessile,Percent,0
12,Random,P106,G,cm_25,Spirobranchus,Suspension feeder,Sessile,Percent,0
12,Random,P106,G,cm_25,U_intestinalis,Corticated foliose,Sessile,Percent,0
12,Random,P106,G,cm_25,U_lactuca,Corticated foliose,Sessile,Percent,0
12,Random,P106,G,cm_25,W_subatra,Suspension feeder,Sessile,Percent,0
12,Random,P106,G,cm_25,A_ephippium,Suspension feeder,Sessile,Count,0
12,Random,P106,G,cm_25,M_edulis,Suspension feeder,Sessile,Count,0
12,Random,P106,G,cm_25,M_varia,Suspension feeder,Sedentary,Count,0
12,Random,P106,G,cm_25,Sediment,NA,NA,Percent,80
12,Random,P106,G,cm_25,C_maenas,Omnivore,Mobile,Count,0
12,Random,P106,G,cm_25,C_zizyphinum,Grazer/Herbivore,Mobile,Count,0
12,Random,P106,G,cm_25,L_littorea,Grazer/Herbivore,Mobile,Count,0
12,Random,P106,G,cm_25,L_obtusata,Grazer/Herbivore,Mobile,Count,2
12,Random,P106,G,cm_25,Limpet_recruit,Grazer/Herbivore,Mobile,Count,0
12,Random,P106,G,cm_25,N_lapillus,Predator,Mobile,Count,0
12,Random,P106,G,cm_25,Polychaete,Unknown,Mobile,Count,0
12,Random,P106,G,cm_25,O_bilamellata,Predator,Mobile,Count,0
12,Random,P106,G,cm_25,O_erinaceus,Predator,Mobile,Count,0
12,Random,P106,G,cm_25,P_nothus,Predator,Mobile,Count,0
12,Random,P106,G,cm_25,P_quadrilineata,Predator,Mobile,Count,0
12,Random,P106,G,cm_25,S_umbilicalis,Grazer/Herbivore,Mobile,Count,2
12,Random,P106,G,cm_25,T_reticulata,Scavenger/Detritivore,Mobile,Count,0
12,Random,P107,H,Ripple,Cirripedia,Suspension feeder,Sessile,Percent,5
12,Random,P107,H,Ripple,C_eumyota,Suspension feeder,Sessile,Percent,0
12,Random,P107,H,Ripple,F_serratus,Leathery macrophyte,Sessile,Percent,0
12,Random,P107,H,Ripple,F_spiralis,Leathery macrophyte,Sessile,Percent,0
12,Random,P107,H,Ripple,F_vesiculosus,Leathery macrophyte,Sessile,Percent,10
12,Random,P107,H,Ripple,Juv_fucus,Leathery macrophyte,Sessile,Percent,0
12,Random,P107,H,Ripple,M_gigas,Suspension feeder,Sessile,Count,0
12,Random,P107,H,Ripple,O_littoralis,Suspension feeder,Sessile,Percent,0
12,Random,P107,H,Ripple,S_spirorbis,Suspension feeder,Sessile,Percent,0
12,Random,P107,H,Ripple,Spirobranchus,Suspension feeder,Sessile,Percent,0
12,Random,P107,H,Ripple,U_intestinalis,Corticated foliose,Sessile,Percent,30
12,Random,P107,H,Ripple,U_lactuca,Corticated foliose,Sessile,Percent,0
12,Random,P107,H,Ripple,W_subatra,Suspension feeder,Sessile,Percent,0
12,Random,P107,H,Ripple,A_ephippium,Suspension feeder,Sessile,Count,0
12,Random,P107,H,Ripple,M_edulis,Suspension feeder,Sessile,Count,0
12,Random,P107,H,Ripple,M_varia,Suspension feeder,Sedentary,Count,0
12,Random,P107,H,Ripple,Sediment,NA,NA,Percent,50
12,Random,P107,H,Ripple,C_maenas,Omnivore,Mobile,Count,0
12,Random,P107,H,Ripple,C_zizyphinum,Grazer/Herbivore,Mobile,Count,0
12,Random,P107,H,Ripple,L_littorea,Grazer/Herbivore,Mobile,Count,0
12,Random,P107,H,Ripple,L_obtusata,Grazer/Herbivore,Mobile,Count,0
12,Random,P107,H,Ripple,Limpet_recruit,Grazer/Herbivore,Mobile,Count,0
12,Random,P107,H,Ripple,N_lapillus,Predator,Mobile,Count,0
12,Random,P107,H,Ripple,Polychaete,Unknown,Mobile,Count,0
12,Random,P107,H,Ripple,O_bilamellata,Predator,Mobile,Count,0
12,Random,P107,H,Ripple,O_erinaceus,Predator,Mobile,Count,0
12,Random,P107,H,Ripple,P_nothus,Predator,Mobile,Count,0
12,Random,P107,H,Ripple,P_quadrilineata,Predator,Mobile,Count,0
12,Random,P107,H,Ripple,S_umbilicalis,Grazer/Herbivore,Mobile,Count,3
12,Random,P107,H,Ripple,T_reticulata,Scavenger/Detritivore,Mobile,Count,0
12,Random,P108,I,Flat,Cirripedia,Suspension feeder,Sessile,Percent,10
12,Random,P108,I,Flat,C_eumyota,Suspension feeder,Sessile,Percent,0
12,Random,P108,I,Flat,F_serratus,Leathery macrophyte,Sessile,Percent,0
12,Random,P108,I,Flat,F_spiralis,Leathery macrophyte,Sessile,Percent,0
12,Random,P108,I,Flat,F_vesiculosus,Leathery macrophyte,Sessile,Percent,0
12,Random,P108,I,Flat,Juv_fucus,Leathery macrophyte,Sessile,Percent,2
12,Random,P108,I,Flat,M_gigas,Suspension feeder,Sessile,Count,0
12,Random,P108,I,Flat,O_littoralis,Suspension feeder,Sessile,Percent,0
12,Random,P108,I,Flat,S_spirorbis,Suspension feeder,Sessile,Percent,0
12,Random,P108,I,Flat,Spirobranchus,Suspension feeder,Sessile,Percent,0
12,Random,P108,I,Flat,U_intestinalis,Corticated foliose,Sessile,Percent,20
12,Random,P108,I,Flat,U_lactuca,Corticated foliose,Sessile,Percent,0
12,Random,P108,I,Flat,W_subatra,Suspension feeder,Sessile,Percent,0
12,Random,P108,I,Flat,A_ephippium,Suspension feeder,Sessile,Count,0
12,Random,P108,I,Flat,M_edulis,Suspension feeder,Sessile,Count,0
12,Random,P108,I,Flat,M_varia,Suspension feeder,Sedentary,Count,0
12,Random,P108,I,Flat,Sediment,NA,NA,Percent,90
12,Random,P108,I,Flat,C_maenas,Omnivore,Mobile,Count,0
12,Random,P108,I,Flat,C_zizyphinum,Grazer/Herbivore,Mobile,Count,0
12,Random,P108,I,Flat,L_littorea,Grazer/Herbivore,Mobile,Count,1
12,Random,P108,I,Flat,L_obtusata,Grazer/Herbivore,Mobile,Count,0
12,Random,P108,I,Flat,Limpet_recruit,Grazer/Herbivore,Mobile,Count,0
12,Random,P108,I,Flat,N_lapillus,Predator,Mobile,Count,0
12,Random,P108,I,Flat,Polychaete,Unknown,Mobile,Count,0
12,Random,P108,I,Flat,O_bilamellata,Predator,Mobile,Count,0
12,Random,P108,I,Flat,O_erinaceus,Predator,Mobile,Count,0
12,Random,P108,I,Flat,P_nothus,Predator,Mobile,Count,0
12,Random,P108,I,Flat,P_quadrilineata,Predator,Mobile,Count,0
12,Random,P108,I,Flat,S_umbilicalis,Grazer/Herbivore,Mobile,Count,12
12,Random,P108,I,Flat,T_reticulata,Scavenger/Detritivore,Mobile,Count,0
13,Grouped,P109,A,Ripple,Cirripedia,Suspension feeder,Sessile,Percent,1
13,Grouped,P109,A,Ripple,C_eumyota,Suspension feeder,Sessile,Percent,0
13,Grouped,P109,A,Ripple,F_serratus,Leathery macrophyte,Sessile,Percent,0
13,Grouped,P109,A,Ripple,F_spiralis,Leathery macrophyte,Sessile,Percent,0
13,Grouped,P109,A,Ripple,F_vesiculosus,Leathery macrophyte,Sessile,Percent,10
13,Grouped,P109,A,Ripple,Juv_fucus,Leathery macrophyte,Sessile,Percent,0
13,Grouped,P109,A,Ripple,M_gigas,Suspension feeder,Sessile,Count,0
13,Grouped,P109,A,Ripple,O_littoralis,Suspension feeder,Sessile,Percent,0
13,Grouped,P109,A,Ripple,S_spirorbis,Suspension feeder,Sessile,Percent,0
13,Grouped,P109,A,Ripple,Spirobranchus,Suspension feeder,Sessile,Percent,0
13,Grouped,P109,A,Ripple,U_intestinalis,Corticated foliose,Sessile,Percent,85
13,Grouped,P109,A,Ripple,U_lactuca,Corticated foliose,Sessile,Percent,0
13,Grouped,P109,A,Ripple,W_subatra,Suspension feeder,Sessile,Percent,0
